repo_name,repoType,sizeUsers,status,lifeSpan,authors,commits,pulls,issues,comments,reviews,language
maelle/geolocart,User,2,Dead,18,5,4,0,10,32,0,R
meirelesff/fmeireles,User,1,Dead,8,0,33,0,0,0,0,R
mschubert/clustermq,User,3,Alive,69,59,883,24,231,765,21,R
mschubert/narray,User,2,Alive,65,5,245,0,29,12,0,R
privefl/bigstatsr,User,3,Alive,60,57,925,21,112,379,0,R
r-hub/rhub,Organization,3,Alive,61,384,297,52,433,1681,46,R
r-hub/sysreqs,Organization,3,Zombie,66,30,32,3,20,57,3,R
r-simmer/simmer.json,Organization,1,Dead,0,1,3,0,0,0,0,R
r-simmer/simmer.optim,Organization,2,Dead,44,8,48,6,7,12,0,R
r-simmer/simmer.plot,Organization,2,Alive,56,8,146,2,21,24,0,R
rcppmlpack/rcppmlpack2,Organization,2,Dead,61,9,193,12,10,80,17,R
reconhub/epicontacts,Organization,2,Alive,64,14,543,49,74,305,5,R
reconhub/incidence,Organization,3,Dead,61,29,674,51,80,379,33,R
ropensci-archive/ccafs,Organization,2,Dead,55,7,80,3,26,10,0,R
ropensci-archive/cmipr,Organization,2,Dead,30,5,29,1,16,5,0,R
ropensci-archive/colorpiler,Organization,2,Dead,56,7,41,1,4,9,0,R
ropensci-archive/crevents,Organization,1,Dead,41,3,49,0,10,8,0,R
ropensci-archive/crminer,Organization,2,Dead,52,15,177,7,44,136,2,R
ropensci-archive/datapkg,Organization,2,Dead,25,15,48,1,15,41,0,R
ropensci-archive/dissemr,Organization,1,Dead,51,1,17,0,2,0,0,R
ropensci-archive/gdoc,Organization,2,Dead,27,6,83,0,12,23,0,R
ropensci-archive/geojsonrewind,Organization,1,Dead,45,3,16,1,2,2,0,R
ropensci-archive/geoparser,Organization,2,Dead,46,9,86,5,10,23,0,R
ropensci-archive/hoasts,Organization,1,Dead,48,3,6,0,4,8,0,R
ropensci-archive/leafier,Organization,2,Alive,61,5,9,2,1,1,0,R
ropensci-archive/monkeylearn,Organization,2,Dead,55,6,300,47,0,52,0,R
ropensci-archive/nneo,Organization,2,Dead,26,7,42,4,11,61,14,R
ropensci-archive/originr,Organization,2,Dead,60,9,83,3,24,56,2,R
ropensci-archive/riodata,Organization,2,Dead,58,4,10,0,1,1,0,R
ropensci-archive/rtimicropem,Organization,2,Alive,64,8,213,3,29,38,0,R
ropensci-archive/scitations,Organization,1,Dead,46,1,19,0,2,0,0,R
ropensci-archive/snowball,Organization,2,Alive,59,8,125,0,2,4,0,R
ropensci-archive/sparqldsl,Organization,1,Dead,32,1,16,0,0,0,0,R
ropensci-archive/timeraster,Organization,1,Dead,38,1,16,0,2,2,0,R
ropensci-archive/travis,Organization,3,Dead,52,51,783,42,104,457,71,R
ropensci-archive/urltemplate,Organization,1,Dead,50,1,14,0,0,0,0,R
ropensci-archive/zissou,Organization,1,Dead,43,3,9,0,4,11,0,R
ropensci/beautier,Organization,2,Alive,66,6,2624,0,130,163,0,R
ropensci/bib2df,Organization,3,Zombie,62,47,172,15,35,101,0,R
ropensci/bikedata,Organization,3,Alive,53,19,662,15,88,222,0,R
ropensci/binman,Organization,2,Zombie,57,8,131,5,3,7,0,R
ropensci/charlatan,Organization,3,Alive,52,27,243,24,95,213,8,R
ropensci/coder,Organization,2,Alive,62,6,308,2,149,142,0,R
ropensci/crul,Organization,3,Alive,59,35,460,26,136,336,6,R
ropensci/fauxpas,Organization,1,Dead,54,2,77,0,13,6,0,R
ropensci/geojson,Organization,2,Dead,58,11,172,6,35,70,2,R
ropensci/geojsonlint,Organization,2,Dead,55,12,83,2,18,30,1,R
ropensci/ghql,Organization,3,Alive,59,25,87,10,19,90,8,R
ropensci/graphql,Organization,2,Dead,39,10,40,5,5,36,0,R
ropensci/gtfsr,Organization,3,Dead,58,35,209,27,36,148,0,R
ropensci/gutenbergr,Organization,3,Zombie,61,42,85,7,21,75,0,R
ropensci/hunspell,Organization,3,Alive,63,45,288,13,37,189,0,R
ropensci/isdparser,Organization,2,Dead,48,8,83,2,14,54,0,R
ropensci/jaod,Organization,2,Dead,51,10,77,2,10,23,3,R
ropensci/jsonld,Organization,2,Dead,42,11,45,4,14,32,0,R
ropensci/jsonvalidate,Organization,3,Alive,63,31,154,25,23,116,26,R
ropensci/lingtypology,Organization,3,Alive,64,21,514,22,47,125,14,R
ropensci/magick,Organization,3,Alive,63,275,1071,55,274,1260,0,R
ropensci/natserv,Organization,2,Alive,56,9,90,3,21,57,0,R
ropensci/opencage,Organization,2,Alive,64,18,502,63,77,667,169,R
ropensci/osmdata,Organization,3,Alive,70,100,1275,53,192,1063,21,R
ropensci/osmplotr,Organization,3,Alive,64,19,553,14,40,104,0,R
ropensci/pdftools,Organization,3,Alive,67,114,272,17,78,259,0,R
ropensci/phylocomr,Organization,2,Alive,51,15,177,4,27,92,8,R
ropensci/rbace,Organization,2,Zombie,54,7,74,1,17,23,0,R
ropensci/rcoreoa,Organization,2,Dead,57,9,125,6,18,90,13,R
ropensci/rdefra,Organization,2,Alive,61,10,205,1,11,33,0,R
ropensci/refimpact,Organization,2,Dead,44,5,79,4,26,16,1,R
ropensci/riem,Organization,2,Alive,60,15,89,10,25,124,14,R
ropensci/rnaturalearthdata,Organization,2,Zombie,65,5,34,1,2,5,0,R
ropensci/rnaturalearthhires,Organization,3,Zombie,66,48,21,0,4,18,0,R
ropensci/roadoi,Organization,2,Alive,59,16,184,12,21,49,0,R
ropensci/rredlist,Organization,2,Zombie,66,15,138,6,42,121,9,R
ropensci/rrricanes,Organization,2,Dead,46,13,1352,15,110,184,0,R
ropensci/smapr,Organization,3,Zombie,63,19,296,33,36,69,0,R
ropensci/tabulizer,Organization,3,Alive,65,214,141,15,124,419,2,R
ropensci/tabulizerjars,Organization,2,Dead,39,5,23,2,4,3,0,R
ropensci/taxa,Organization,3,Alive,64,23,636,22,187,559,3,R
ropensci/taxizedb,Organization,3,Alive,64,26,222,12,44,256,6,R
ropensci/tesseract,Organization,3,Alive,66,61,222,4,52,177,0,R
ropensci/tic,Organization,3,Alive,60,43,2010,112,193,1132,169,R
ropensci/tokenizers,Organization,3,Alive,63,34,202,22,56,300,0,R
ropensci/visdat,Organization,3,Alive,68,55,474,34,106,300,4,R
ropensci/weathercan,Organization,3,Alive,63,51,744,34,92,405,16,R
ropensci/wicket,Organization,2,Dead,37,5,56,2,25,141,0,R
ropensci/wikitaxa,Organization,1,Dead,48,3,116,2,17,11,0,R
ropensci/worrms,Organization,2,Alive,57,11,127,4,21,50,0,R
ropensci/xslt,Organization,2,Alive,53,7,70,2,7,24,0,R
rstudio/tufte,Organization,3,Alive,68,121,165,21,78,287,13,R
sckott/apipkgen,User,2,Dead,54,7,43,4,15,31,0,R
sckott/aspacer,User,1,Dead,53,2,17,2,3,2,0,R
sckott/atomize,User,1,Dead,52,2,7,0,1,0,0,R
sckott/geoops,User,2,Dead,56,4,151,5,14,20,0,R
sckott/phyrmeta,User,1,Dead,49,1,6,0,0,0,0,R
sckott/ridb,User,1,Dead,4,2,7,1,1,5,0,R
sckott/scatrr,User,1,Dead,12,1,2,0,0,0,0,R
simongrund1/mitml,User,2,Alive,61,15,109,3,12,35,0,R
stan-dev/bayesplot,Organization,3,Alive,65,98,1381,107,171,1099,141,R
stan-dev/projpred,Organization,3,Alive,64,35,1255,110,127,1008,175,R
stan-dev/rstantools,Organization,3,Alive,60,72,333,31,60,361,18,R
teramonagi/fitbitr,User,3,Zombie,63,26,86,30,22,56,0,R
teramonagi/oandar,User,1,Dead,5,1,20,2,0,0,0,R
thekvs/tarantoolr,User,1,Dead,18,1,45,0,0,0,0,R
uribo/jpndistrict,User,2,Dead,51,13,296,9,28,40,5,R
zedoul/buildr,User,1,Dead,19,1,27,0,0,0,0,R
affilicious/affilicious,Organization,2,Dead,25,3,946,0,0,0,0,WordPress
affilinet/wordpress-plugin,Organization,2,Dead,23,5,18,0,6,15,0,WordPress
ahmedkaludi/accelerated-mobile-pages,User,3,Alive,68,748,7454,284,4855,13458,48,WordPress
airesvsg/acf-to-rest-api,User,3,Alive,69,770,51,18,372,1301,7,WordPress
airton/manage-user-roles,User,2,Dead,1,2,46,0,0,0,0,WordPress
ajsb85/wordpress-plugin-mappartnerlocator,User,2,Alive,63,2,41,1,0,0,0,WordPress
alexmacarthur/wp-complete-open-graph,User,2,Dead,27,4,52,15,24,8,0,WordPress
alexstandiford/easy-age-verifier,User,3,Dead,37,10,317,73,60,44,1,WordPress
alexwing/woocommerce-oscommerce-sync,User,1,Alive,69,1,39,1,0,0,0,WordPress
andrewklimek/commentmonger,User,1,Dead,11,1,4,0,0,0,0,WordPress
andrewklimek/debug-log,User,1,Dead,15,1,3,0,0,0,0,WordPress
andrewklimek/disembellish,User,1,Dead,34,1,13,0,0,0,0,WordPress
andrewklimek/emailmonger,User,1,Dead,34,1,6,0,0,0,0,WordPress
andrewklimek/minimal-maintenance,User,1,Dead,44,1,5,0,0,0,0,WordPress
andrewklimek/mnml-contact,User,2,Dead,51,2,38,0,0,0,0,WordPress
andrewklimek/mnml-slider,User,1,Dead,48,1,15,0,0,0,0,WordPress
andrewklimek/mnml-social-icons,User,1,Dead,50,1,29,0,0,0,0,WordPress
andrewklimek/modalmonger,User,1,Dead,15,1,9,0,0,0,0,WordPress
andrewklimek/msgmonger,User,1,Dead,15,1,6,0,0,0,0,WordPress
andrewklimek/name-thine-price,User,1,Dead,14,1,6,0,0,0,0,WordPress
andrewklimek/portmanteau,User,1,Dead,16,1,16,0,0,0,0,WordPress
andrewklimek/re-welcome,User,1,Dead,10,1,4,0,0,0,0,WordPress
andrewlimaza/when-last-login,User,3,Alive,62,11,96,21,18,29,0,WordPress
ankurk91/wp-tabs-example,User,1,Dead,0,1,1,0,0,0,0,WordPress
ankurk91/wp-version-faker,User,1,Dead,8,1,4,0,0,0,0,WordPress
ansidev/bible-for-wordpress-plugin,User,1,Dead,20,1,15,0,0,0,0,WordPress
anytizer/hosted-content-importer.wp,User,2,Dead,57,4,149,1,4,9,0,WordPress
anytizer/stock-images.wp,User,1,Dead,0,0,10,0,0,0,0,WordPress
arduosoft/wlog.wordpress,Organization,2,Dead,11,2,8,0,0,0,0,WordPress
arnaudmanaranche/hunt-issue,User,1,Dead,0,1,8,0,0,0,0,WordPress
arnonerba/formulate,User,1,Dead,45,1,54,0,1,0,0,WordPress
artdevgame/flickr-group-gallery,User,1,Dead,4,1,6,0,0,0,0,WordPress
asheabbott/wordpress-custom-post-types-taxonomies,User,1,Dead,32,1,4,0,0,0,0,WordPress
audiotheme/bandstand,Organization,1,Dead,3,1,7,0,0,0,0,WordPress
awesomemotive/affiliatewp-allow-own-referrals,Organization,3,Alive,63,8,24,7,13,47,14,WordPress
awesomemotive/affiliatewp-allowed-products,Organization,3,Alive,68,12,65,15,27,77,23,WordPress
awesomemotive/affiliatewp-woocommerce-redirect-affiliates,Organization,3,Alive,56,6,22,6,10,13,4,WordPress
azedo/wp-behance-importer,User,1,Dead,1,1,20,0,18,0,0,WordPress
barbareshet/ido-social-links-plugin,User,1,Dead,24,1,15,0,0,0,0,WordPress
barryceelen/datepicker3000,User,2,Dead,2,2,5,0,1,1,0,WordPress
barryceelen/wp-analytics-without-cookies,User,1,Dead,10,1,18,0,0,0,0,WordPress
barryceelen/wp-multilocale,User,1,Dead,34,1,188,0,14,0,0,WordPress
barryceelen/wp-replace-filename-accents,User,1,Dead,0,1,9,0,0,0,0,WordPress
barryceelen/wp-super-editor,User,1,Dead,0,1,2,0,0,0,0,WordPress
baublet/wp-twig-loop-shortcode,User,1,Dead,17,1,37,0,0,0,0,WordPress
betterangels/buoy,Organization,3,Dead,18,21,459,79,147,213,20,WordPress
bigfa/nm,User,3,Zombie,61,23,54,1,21,21,0,WordPress
bigwing/nest-login,Organization,1,Dead,21,1,6,0,0,0,0,WordPress
blackus3r/post-worktime-logger,User,3,Dead,29,22,82,41,57,169,15,WordPress
bmaupin/wordpress-site-plugins,User,1,Dead,0,1,7,0,0,0,0,WordPress
bobbingwide/oik-a2z,User,1,Dead,51,1,30,0,9,10,0,WordPress
bobbingwide/oik-ajax,User,1,Dead,54,1,32,0,7,13,0,WordPress
bobbingwide/oik-i18n,User,1,Zombie,62,1,79,0,13,26,0,WordPress
bobbingwide/oik-post-type-support,User,1,Dead,12,1,5,0,1,0,0,WordPress
bobbingwide/oik-sites,User,1,Dead,36,1,3,0,3,5,0,WordPress
bobbingwide/oik-video,User,1,Alive,64,1,10,0,2,0,0,WordPress
bobbingwide/oik-weight-zone-shipping,User,3,Alive,65,10,100,2,30,63,0,WordPress
bobbingwide/oik-widget-cache,User,1,Dead,43,1,8,0,3,1,0,WordPress
bobbingwide/tags,User,1,Dead,38,1,61,0,8,7,0,WordPress
boogah/nofsp,User,2,Dead,23,2,2,0,1,0,0,WordPress
bradp/forced-emoji,User,2,Alive,62,2,10,0,1,1,0,WordPress
brainstormforce/automate-mautic,Organization,3,Dead,43,13,569,34,1,26,33,WordPress
brainstormforce/bb-header-footer,Organization,3,Alive,61,33,306,57,48,58,15,WordPress
bu-ist/bu-ssl,Organization,2,Dead,31,4,83,5,1,18,12,WordPress
cameronterry/dark-matter,User,3,Alive,65,6,842,40,33,64,4,WordPress
castroalves/castroalves.github.io-old,User,2,Dead,52,2,18,0,0,0,0,WordPress
christinablust/photographer-credit,User,1,Dead,5,1,4,0,0,0,0,WordPress
cipherdevgroup/find-shortcodes,Organization,1,Dead,2,1,19,0,4,0,0,WordPress
cipherdevgroup/heart-this,Organization,3,Dead,26,7,75,0,11,9,0,WordPress
circuscode/hello-dolly-for-your-song,User,1,Dead,49,1,132,19,4,5,0,WordPress
circuscode/mathilda,User,2,Dead,56,2,84,8,6,18,0,WordPress
cloudinary/cloudinary_wordpress,Organization,3,Alive,67,65,2342,527,29,1006,812,WordPress
codesnakers/woo-order-user-efficiency,User,1,Dead,29,1,7,0,0,0,0,WordPress
coldturkeygroup/program-page,Organization,1,Dead,42,1,46,0,0,0,0,WordPress
collinbarrett/link-last-modified-checker,User,1,Dead,0,1,6,0,0,0,0,WordPress
craigsimps/disable-wp-auto-formatting,User,1,Dead,0,1,1,0,0,0,0,WordPress
craigsimps/genesis-browse-happy,User,2,Dead,31,2,9,1,0,0,0,WordPress
culqi/culqi-woocommerce,Organization,3,Zombie,63,82,63,16,44,126,1,WordPress
cyrillbolliger/conditional-featured-image,User,3,Alive,57,12,114,13,10,33,0,WordPress
czp3009/wordpress-lottery,User,1,Dead,26,1,12,0,0,0,0,WordPress
dangoodman/composer-for-wordpress,User,2,Alive,63,4,15,4,1,12,0,WordPress
dcooney/instant-images,User,3,Alive,58,15,59,6,11,31,0,WordPress
devgeniem/acf-flexible-templates,Organization,1,Dead,0,1,3,0,0,0,0,WordPress
deworg/dewp-planet-feed,Organization,3,Alive,68,10,73,10,5,45,0,WordPress
digitoimistodude/acf-wp-polls-redux,Organization,1,Dead,0,1,1,0,0,0,0,WordPress
digitoimistodude/dude-facebook-feed,Organization,3,Alive,53,7,24,3,2,8,0,WordPress
digitoimistodude/dude-insta-feed,Organization,2,Alive,58,4,18,0,2,4,0,WordPress
digitoimistodude/dude-lastfm-feed,Organization,1,Alive,58,1,5,0,0,0,0,WordPress
digitoimistodude/dude-most-read-posts,Organization,2,Dead,53,3,33,1,1,4,0,WordPress
digitoimistodude/dude-really-simple-ads,Organization,2,Alive,55,3,63,1,3,0,0,WordPress
digitoimistodude/dude-twitter-feed,Organization,2,Alive,58,4,16,0,2,1,0,WordPress
digitoimistodude/image-hashtag-feed,Organization,3,Alive,59,6,34,2,3,4,0,WordPress
dmassiani/wpcomponent,User,3,Dead,13,6,53,11,6,10,0,WordPress
dmhendricks/wordpress-base-plugin,User,3,Zombie,54,6,271,0,8,26,0,WordPress
duracelltomi/gtm4wp,User,3,Alive,63,133,530,48,149,557,2,WordPress
ecedi/wp-rocket-no-bot,Organization,1,Dead,0,1,2,0,0,0,0,WordPress
ecovillage/ev7l-events,Organization,2,Dead,46,2,118,0,5,4,0,WordPress
elementor/elementor,Organization,3,Alive,64,13837,24530,5123,11234,49796,6894,WordPress
ellakcy/wordpress-with-plugins,Organization,2,Dead,34,2,48,0,2,3,0,WordPress
emgk/visual-text-editor,User,2,Dead,23,3,18,4,4,3,0,WordPress
enricodeleo/woocommerce-pdf-invoices-packing-slips-sort-by-invoice,User,1,Dead,0,1,6,0,0,0,0,WordPress
eokoneyo/electorate,User,1,Dead,1,1,51,0,0,0,0,WordPress
ernilambar/ns-category-widget,User,2,Alive,62,2,35,7,0,5,0,WordPress
fabacab/multisite-directory,User,3,Dead,20,6,120,9,16,120,30,WordPress
fabacab/wp-pgp-encrypted-emails,User,3,Alive,66,29,97,10,34,269,16,WordPress
factmaven/disable-blogging,Organization,3,Zombie,61,13,161,11,10,52,9,WordPress
factmaven/remove-http,Organization,3,Zombie,55,6,37,3,10,14,3,WordPress
factmaven/specify-image-dimensions,Organization,1,Dead,18,1,9,0,3,1,0,WordPress
factmaven/wp-plugin-template,Organization,1,Dead,3,1,3,0,0,0,0,WordPress
faustynm/portgal-for-wordpress,User,2,Dead,16,4,11,1,2,8,0,WordPress
felixarntz/attachment-taxonomies,User,3,Dead,33,15,79,3,16,25,0,WordPress
felixarntz/wp-global-admin,User,1,Dead,20,1,95,0,5,3,0,WordPress
felixarntz/wp-network-roles,User,1,Dead,17,1,66,0,1,0,0,WordPress
findsorguk/wp-findsorguk,Organization,2,Dead,12,3,63,4,1,1,1,WordPress
firetreedesign/ccbpress-slack,Organization,1,Dead,18,1,5,0,1,0,0,WordPress
firetreedesign/ft-bb-schema,Organization,1,Dead,0,1,3,0,0,0,0,WordPress
firetreedesign/ft-bb-syntax-highlighter,Organization,1,Dead,2,1,4,0,0,0,0,WordPress
fjorgedevelopers/wp-plugin-skeleton,User,2,Dead,14,2,30,0,0,0,0,WordPress
flexseth/press-this-for-the-events-calendar,User,1,Dead,2,1,6,0,0,0,0,WordPress
florianbrinkmann/svg-social-menu,User,3,Alive,67,9,28,10,7,14,0,WordPress
flyntwp/flynt-core,Organization,3,Dead,28,9,169,46,3,55,28,WordPress
frostkom/mf_users,User,1,Alive,68,1,96,0,0,0,0,WordPress
fstiehle/wp-plugin-social-profile-links,User,1,Dead,5,1,30,0,0,0,0,WordPress
fsylum/sitepoint-upload,User,1,Dead,0,1,3,0,0,0,0,WordPress
gabrieldarezzo/inlocation,User,1,Dead,39,0,7,0,0,0,0,WordPress
garubi/wp-mail-ses,User,2,Alive,60,2,11,2,0,0,0,WordPress
geminilabs/site-reviews-v2,Organization,3,Dead,27,6,611,1,4,6,0,WordPress
gerencianet/gn-api-woocommerce,Organization,3,Alive,66,17,177,24,9,28,0,WordPress
getdave/wp-intervention,User,3,Alive,62,8,46,10,8,15,0,WordPress
gnowland/wp-jet-fuel,User,1,Dead,49,1,203,0,12,8,0,WordPress
godaddy-wordpress/contact-widgets,Organization,3,Alive,67,39,347,67,32,184,51,WordPress
godaddy-wordpress/godaddy-email-marketing,Organization,3,Alive,68,23,523,61,6,101,24,WordPress
godaddy/wp-reseller-store,Organization,3,Alive,53,36,485,88,32,187,94,WordPress
growella/anthology,Organization,1,Dead,3,1,15,0,0,0,0,WordPress
growella/dynamic-asset-versioning,Organization,2,Dead,3,2,25,0,1,0,0,WordPress
growella/table-of-contents,Organization,1,Dead,2,1,46,0,3,1,0,WordPress
hametuha/hamail,Organization,1,Alive,54,1,106,5,24,5,0,WordPress
henrywright/here,User,2,Dead,33,2,34,0,1,1,0,WordPress
hinaloe/non-cache-ppp,User,1,Dead,9,1,5,0,0,0,0,WordPress
hinaloe/push7-subscribe-button,User,1,Dead,13,1,68,2,3,3,0,WordPress
hiwelo/raccoon-plugin,User,3,Dead,18,7,151,19,20,18,1,WordPress
hofmannsven/contextbar,User,1,Dead,24,1,19,0,0,0,0,WordPress
houke/color-palette-generator,User,2,Dead,26,3,52,0,5,24,0,WordPress
iandunn/compassionate-comments,User,1,Dead,38,1,54,0,0,0,0,WordPress
ikenfin/admin-media-embedurl-wh-fields-hack,User,1,Dead,3,1,3,0,0,0,0,WordPress
indiewebpress/wordpress-deleted-posts,Organization,2,Dead,50,2,5,1,0,0,0,WordPress
inpsyde/block-mails-quick-n-dirty,Organization,2,Alive,61,2,2,0,0,0,0,WordPress
inpsyde/menu-cache,Organization,3,Dead,41,9,33,6,6,33,10,WordPress
inwdragon/urlength,User,1,Dead,0,1,3,0,0,0,0,WordPress
islamic-network/aladhan-wordpress-plugin,Organization,1,Dead,29,0,6,0,0,0,0,WordPress
isotopsweden/wp-cargo,Organization,2,Alive,54,3,89,1,0,1,0,WordPress
isotopsweden/wp-extra,Organization,2,Alive,55,2,8,1,0,1,0,WordPress
isotopsweden/wp-hercules,Organization,2,Alive,59,3,47,1,2,2,0,WordPress
itgalaxy/pillar,Organization,2,Dead,24,2,38,1,0,0,0,WordPress
iwillhappy1314/wizhi-seo,User,1,Dead,12,1,6,0,0,0,0,WordPress
jameselks/my-facebook-events,User,1,Dead,44,1,89,13,0,1,0,WordPress
jaredkc/gallery-grid-option,User,1,Dead,0,1,7,0,0,0,0,WordPress
jasonyingling/easy-footnotes,User,3,Alive,65,8,37,9,2,7,0,WordPress
jazzsequence/recipe-box,User,2,Alive,60,5,301,16,29,11,0,WordPress
jdmdigital/bootplate-shortcodes,User,1,Dead,7,1,11,0,12,0,0,WordPress
jdmdigital/jdm-custom-cta,User,1,Dead,1,1,25,3,4,2,0,WordPress
jdmdigital/jdm-frontend-admin-buttons,User,1,Dead,39,1,36,8,8,6,0,WordPress
jessicahawkins3344/my-nav-module,User,1,Dead,0,1,12,0,0,0,0,WordPress
jestevez/realia-santander-elavon,User,1,Dead,0,1,3,0,0,0,0,WordPress
jojoee/black-ribbon,User,2,Alive,57,3,14,4,2,0,0,WordPress
jojoee/grayscale-body,User,2,Alive,58,3,47,5,2,3,0,WordPress
jojoee/mobile-redirect-with-slug,User,2,Dead,48,2,17,0,2,0,0,WordPress
joostdekeijzer/wp_export-media-with-content,User,2,Alive,60,3,34,1,2,3,0,WordPress
josephfusco/wp-new-tab,User,1,Dead,19,1,20,0,1,1,0,WordPress
josephfusco/wp-self-destruct,User,3,Dead,25,6,16,3,2,7,1,WordPress
joydipnath/woo-product-custom-field,User,1,Dead,0,1,29,0,0,0,0,WordPress
jplhomer/taghound-media-tagger,User,2,Dead,32,5,142,10,31,10,0,WordPress
jprieton/source-framework,User,1,Dead,12,1,226,10,0,0,0,WordPress
justcoded/just-tinymce-custom-styles,Organization,3,Dead,50,7,22,5,4,7,0,WordPress
kaisermann/selene,User,2,Dead,17,3,777,15,3,2,0,WordPress
kamalkhan/kk-star-ratings,User,3,Alive,70,117,470,19,91,153,1,WordPress
kingkool68/wordpress-twitter-backerupper,User,1,Dead,0,1,8,0,0,0,0,WordPress
knitkode/customize-plus-premium,Organization,2,Dead,14,2,8,0,0,0,0,WordPress
ko31/replace-protected-password,User,1,Dead,46,1,37,0,4,4,0,WordPress
kontur/fontsampler-wordpress-plugin,User,3,Alive,60,30,419,2,178,301,0,WordPress
kossmos/news-feed,User,2,Dead,10,2,25,0,1,1,0,WordPress
l3lackcurtains/wordpress-loan-calculator-plugins,User,1,Dead,0,1,1,0,0,0,0,WordPress
lazaryo/acf-random_color,User,1,Dead,0,1,7,0,0,0,0,WordPress
leonstafford/wp2static,User,3,Alive,57,342,4258,179,553,1860,84,WordPress
leopuleo/easy-panorama,User,3,Dead,34,10,186,5,7,17,0,WordPress
lesterchan/wp-instantarticles,User,1,Dead,51,1,18,0,0,0,0,WordPress
lightspeeddevelopment/lsx-projects,Organization,3,Alive,60,17,292,97,3,83,0,WordPress
lightspeeddevelopment/tour-operator,Organization,3,Alive,60,25,1232,137,91,263,10,WordPress
liip/wp-tyk-dev-portal,Organization,3,Dead,43,6,199,8,3,10,3,WordPress
litefeel/wp-github-sync-meta,User,2,Dead,18,2,19,0,1,1,0,WordPress
litespeedtech/lscache_wp,User,3,Alive,70,155,3268,260,147,542,74,WordPress
littlebirdjp/floating-top-link,Organization,1,Dead,9,1,29,0,0,0,0,WordPress
lmoffereins/bp-multiblog-mode,User,1,Dead,18,1,28,0,3,0,0,WordPress
lmoffereins/bp-xprofile-field-activity,User,1,Dead,0,1,4,0,0,0,0,WordPress
lmoffereins/contact-card,User,1,Dead,0,1,2,0,0,0,0,WordPress
lmoffereins/edit-next-post,User,1,Dead,1,1,3,0,0,0,0,WordPress
lmoffereins/featured-images,User,1,Dead,58,1,26,0,1,1,0,WordPress
lollum/lollum-page-builder,Organization,1,Dead,5,1,70,0,0,0,0,WordPress
lonelyplanet/append-file-hash,Organization,1,Dead,22,1,10,0,0,0,0,WordPress
lordvcs/bootstrap_multi_carousel,User,1,Dead,0,1,5,0,0,0,0,WordPress
lostfocus/wp-advent,User,3,Dead,50,9,14,0,7,18,0,WordPress
lukasbesch/find-post-by-password,User,1,Dead,0,1,2,0,0,0,0,WordPress
lukecav/awesome-gravity-forms,User,3,Alive,62,15,309,13,5,13,1,WordPress
lukemcdonald/wordpress-front-page-archives,User,1,Dead,7,1,5,0,1,0,0,WordPress
marcin-lawrowski/wise-chat,User,3,Dead,59,6,176,9,53,24,0,WordPress
matsuoshi/wp-postical,User,1,Dead,22,1,16,0,0,0,0,WordPress
mattradford/online-scout-manager,User,2,Dead,18,2,6,1,10,1,0,WordPress
max-kk/wp-foto-vote-dev-lib,User,2,Alive,57,3,89,0,3,1,0,WordPress
mbordash/blobinator,User,1,Alive,56,1,65,0,0,0,0,WordPress
mdjmplugin/mobile-dj-manager,User,3,Alive,68,23,1759,74,171,190,13,WordPress
mecachisenros/cf-civicrm,User,3,Alive,62,94,778,61,148,589,22,WordPress
michelem09/wassup,User,2,Zombie,54,5,54,8,6,13,0,WordPress
micz/wp-500px-jsgallery,User,1,Dead,17,1,172,0,38,40,0,WordPress
mihdan/mihdan-excerpt-above-content,User,1,Dead,10,1,9,0,0,0,0,WordPress
mihdan/mihdan-flexslider,User,1,Dead,0,1,5,0,0,0,0,WordPress
mihdan/mihdan-swiper,User,1,Dead,33,1,15,0,2,2,0,WordPress
miiitaka/wp-widget-extensions,User,1,Zombie,60,1,214,89,36,16,0,WordPress
mindctrl/jp-sticky-comments,User,1,Dead,0,1,1,0,0,0,0,WordPress
mindkomm/svg2png,Organization,1,Dead,1,1,4,0,0,0,0,WordPress
misfist/jacobin-core-functionality,User,1,Dead,55,1,297,28,0,2,0,WordPress
misterunknown/wordpress-pagejumpadder,User,1,Dead,0,0,2,0,0,0,0,WordPress
mkykode/mka-add-mime-supports,User,1,Dead,0,1,5,0,0,0,0,WordPress
mkykode/mka-add-page-excerpts,User,1,Dead,0,1,2,0,0,0,0,WordPress
mkykode/mka-class-genesis-register-sidebar,User,1,Dead,0,1,2,0,0,0,0,WordPress
mkykode/mka-enable-shortcodes-widget,User,1,Dead,0,1,3,0,0,0,0,WordPress
mkykode/mka-quick-custom-posts,User,1,Dead,0,1,7,0,0,0,0,WordPress
mkykode/mka-remove-wp-emoji,User,1,Dead,0,1,2,0,0,0,0,WordPress
mkykode/mka-simple-slider,User,1,Dead,5,1,6,0,0,0,0,WordPress
mlooft/multi-step-form,User,3,Alive,56,13,1042,11,6,9,0,WordPress
mm-e1/wp-force-login,User,1,Dead,0,0,7,0,0,0,0,WordPress
mongoose-marketplace/facebook-page-feed-graph-api,Organization,2,Alive,67,3,234,35,39,24,0,WordPress
morganestes/post-updated-messages,User,2,Dead,23,2,59,2,0,0,0,WordPress
motopress/mp-restaurant-menu,Organization,2,Alive,66,3,554,2,0,0,0,WordPress
motopress/mp-timetable,Organization,3,Alive,66,6,360,19,0,0,1,WordPress
